language	member_id	form	pos	branch_gloss	layer	candidate	core_or_root_reading	support_root	classical_sources	licensed_rules	score	status
ancient_greek	kaikki_ancient_greek:12963:en-νεκραγωγεῖσθε-grc-verb-j30YdTQP	νεκραγωγεῖσθε	verb	Contracted form of νεκρᾰγωγέεσθε (nekrăgōgéesthe)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.218218	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12969:en-νεκραγωγῆσθε-grc-verb-0UIkAM56	νεκραγωγῆσθε	verb	Contracted form of νεκρᾰγωγέησθε (nekrăgōgéēsthe)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.218218	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12977:en-νεκραγωγοῖσθε-grc-verb-0xICFGcS	νεκραγωγοῖσθε	verb	Contracted form of νεκρᾰγωγέοισθε (nekrăgōgéoisthe)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.218218	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12984:en-νεκραγωγεῖσθαι-grc-verb-r~EjmQEQ	νεκραγωγεῖσθαι	verb	Contracted form of νεκρᾰγωγέεσθαι (nekrăgōgéesthai)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.218218	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:43691:en-ἀναπίπτω-grc-verb-aCXJh7b1	ἀναπίπτω	verb	to fall back	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطش	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.353553	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12603:en-νεφεληγερέταο-grc-noun-ruhDyaA9	νεφεληγερέταο	noun	genitive singular of νεφεληγερέτα (nephelēgeréta)	nucleus	لت	التماسك واللزوق وما إليه وهو تداخل يلزمه النقص	ولت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.141421	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:18151:en-ἄναυρος-grc-noun-vaoxZBhL	ἄναυρος	noun	mountain torrent	nucleus	رس	النفاذ بامتداد	رسخ	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.135457	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:11865:en-νεανίσκος-grc-noun-MuNvRio4	νεανίσκος	noun	young man, youth	nucleus	مج	الامتلاء والاندفاع	موج	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-03+LIQ-02	0.127515	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:10187:en-νόσφι-grc-adv-76R~vBoM	νόσφι	adv	away, far away, at a distance, absent	root	نسف	نسف1 نَسَفَتْهُ الرِّيحُ, (Mgh, Msb, TA,) aor. نَسِفَ, (TA,) inf. n. نَسْفٌ; (Msb, TA;) and ↓ اِنْتَسَفَتْهُ, (TA,) The wind carried it away; (TA;) i. q. ذَرَتْهُ [q. v.]; (Mgh;) namely, dust. (Mgh, Msb.) 8 إِنْتَسَفَ see 1.مِنْسَفٌ A vessel (وِعَآء) in which…	نسف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.125000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:46602:en-εὐανάσφαλτος-grc-adj-GK5JXvp5	εὐανάσφαλτος	adj	quickly recovering	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطش	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-02	0.122169	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12662:en-ἀναφορά-grc-noun-C4v5R-bJ	ἀναφορά	noun	reference of a thing to a standard	nucleus	نف	نفاذ أو إبعاد بانتشار	نفد	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.116642	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12603:en-νεφεληγερέταο-grc-noun-ruhDyaA9	νεφεληγερέταο	noun	genitive singular of νεφεληγερέτα (nephelēgeréta)	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.115470	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:53285:en-νηρόν-grc-noun-D0FoSQ44	νηρόν	noun	water	nucleus	نل	دقة في الشيء الحاصل أو التحصيل	نول	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.115470	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:30425:en-οἰωνοσκόπος-grc-noun-2nqwXj9O	οἰωνοσκόπος	noun	augur, one who foretells from the flight and cry of birds	nucleus	زج	الدفع للأمام وما قد يلزمه من التداخل	زجر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-03+SIB-03	0.114520	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12603:en-νεφεληγερέταο-grc-noun-ruhDyaA9	νεφεληγερέταο	noun	genitive singular of νεφεληγερέτα (nephelēgeréta)	nucleus	كر	التركز تكرارًا ومعاودة أو بقاء طويلًا لحصول النفع	كرس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.111803	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:25891:en-ναρκίον-grc-noun-XUFgqQ5~	ναρκίον	noun	skin, wineskin	nucleus	قم	تجمع الشيء أو تضامه في كتلة قوية مع تسنم أو ارتفاع	قمطر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.107833	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:46058:en-ἀντιστροφή-grc-noun-NzXgz3sg	ἀντιστροφή	noun	turning about	nucleus	لف	التلوي على ظاهر الشيء وما يلزمه من الوجود بكثافة	لفت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.500000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:5436:en-ἐντροπία-grc-noun-bufIHJlu	ἐντροπία	noun	a turning towards	nucleus	لف	التلوي على ظاهر الشيء وما يلزمه من الوجود بكثافة	لفت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.353553	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:9687:en-ἀνθολογία-grc-noun-G-U17Q1o	ἀνθολογία	noun	The act of gathering flowers; flowerpicking.	nucleus	مل	الامتداد مع الحوز أو الشمول	ملح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.353553	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12663:en-ἀναστροφή-grc-noun-gCXJYTqs	ἀναστροφή	noun	turning back, return	nucleus	لف	التلوي على ظاهر الشيء وما يلزمه من الوجود بكثافة	لفت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:43752:en-ἀντελπίζω-grc-verb-J0Jn5edJ	ἀντελπίζω	verb	to hope instead or in turn	nucleus	لف	التلوي على ظاهر الشيء وما يلزمه من الوجود بكثافة	لفت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:27845:en-ἐντέρινος-grc-adj-JSf2OnJe	ἐντέρινος	adj	made of guts	nucleus	تم	التميز الشيء مستقلا	يتم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:9687:en-ἀνθολογία-grc-noun-G-U17Q1o	ἀνθολογία	noun	The act of gathering flowers; flowerpicking.	nucleus	رج	الاضطراب المادي، أي اضطراب الجِرْم وتردده	رجس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:40563:en-ἀνατρέπω-grc-verb-NYngUxN-	ἀνατρέπω	verb	to turn up, turn over, overturn, upset	nucleus	لف	التلوي على ظاهر الشيء وما يلزمه من الوجود بكثافة	لفت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.223607	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:24939:en-νηττοφόνος-grc-noun-581Akk24	νηττοφόνος	noun	kind of eagle	nucleus	نط	اندفاع من المقر أو الحيز بقوة شديدة	نطف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.223607	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:21750:en-ἄνευθεν-grc-prep-EhayqIl1	ἄνευθεν	prep	without	nucleus	نم	انتشار من باطن الشيء إلى ظاهره مع لطف ما	نمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.182574	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:6813:en-ἀνθρωποποιΐα-grc-noun-3MmAR5lp	ἀνθρωποποιΐα	noun	making of man or men	nucleus	رف	الامتداد أو الطرفية مع رقة أو رخاوة	رفث	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.163663	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:12346:en-νῶτον-grc-noun-NmtJwuM9	νῶτον	noun	back, the rear part of the body	nucleus	تن	الضغط على القوة الباطنية للشيء	وتن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.162221	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:22436:en-πήδινος-grc-adj-f34jXFoq	πήδινος	adj	made of πηδός (pēdós)	nucleus	ضز	هو تضاغط الشيء أو انضغاطه بشدة واكتناز	ضوز	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.301511	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:4961:en-ἀπόκρυφος-grc-adj-D4OrX7Qb	ἀπόκρυφος	adj	hidden, concealed, secret, unknown	nucleus	كف	الانثناء أو القبض على الشيء	كفر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:29586:en-πικρόγλωσσος-grc-adj-drSoOGN5	πικρόγλωσσος	adj	of sharp or bitter tongue	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.201008	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:29163:en-πύξ-grc-adv-UM2Sxn~j	πύξ	adv	with the fist	nucleus	كز	الصلابة الشديدة من شدة التداخل	وكز	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.176777	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:25646:en-πεώδης-grc-adj-HMcwRaxv	πεώδης	adj	with a large penis	nucleus	دس	النفاذ بدفع مع دقة أو حدة في أثناء شيء	دسر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.153393	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:50457:en-ἀποκαλυψέοιν-grc-noun-VAMKRs6F	ἀποκαλυψέοιν	noun	genitive/dative dual of ᾰ̓ποκᾰ́λῠψῐς (ăpokắlŭpsĭs)	nucleus	قن	النفاذ في الباطن أو الأخذ إليه بعمق أو امتداد	قنع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.145095	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:28956:en-ἐπιδερμίς-grc-noun-SAD3m5zp	ἐπιδερμίς	noun	Outer skin, epidermis.	nucleus	ضن	هو لزوم الشيء حيزه أي بقاؤه داخله لا يبرحه	وضن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.144338	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:31729:en-ποικιλομήτης-grc-noun-qy8~bmDJ	ποικιλομήτης	noun	one full of tricks and wiles (epithet of Odysseus and sometimes of Zeus and Hermes)	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.144338	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:29586:en-πικρόγλωσσος-grc-adj-drSoOGN5	πικρόγλωσσος	adj	of sharp or bitter tongue	nucleus	كر	التركز تكرارًا ومعاودة أو بقاء طويلًا لحصول النفع	كرس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.144338	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:4716:en-πηγή-grc-noun-1IA5rxMh	πηγή	noun	spring, well, fountain	nucleus	بج	التفتق والتفجر الرخو	بجس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.143223	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:33277:en-ἐπικαλοῦνται-grc-verb-h0AoNuOu	ἐπικαλοῦνται	verb	third-person plural present mediopassive indicative contracted of ἐπικαλέω (epikaléō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:38656:en-Ἐπικλῆς-grc-name-h8YdwBAs	Ἐπικλῆς	name	a male given name	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.135250	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:24531:en-πλέομεν-grc-verb-TuoVAybF	πλέομεν	verb	inflection of πλέω (pléō):	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.408248	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:5246:en-πολλαχόσε-grc-adv-M8KEHBxR	πολλαχόσε	adv	Towards many sides, into many parts.	nucleus	لس	قلة مفارقة المنشأ أو المقر	ليس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.353553	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:26239:en-πλωϊμωτέρα-grc-adj-Bx~p1g-n	πλωϊμωτέρα	adj	inflection of πλωϊμώτερος (plōïmṓteros):	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.333333	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:31114:en-παλίρροχθος-grc-adj-nyS1-Z4F	παλίρροχθος	adj	roaring with ebb and flow	nucleus	مر	الاسترسال والحركة مع صفة (حدة، قوة، اضطراب...)	مرح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.333333	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:31114:en-παλίρροχθος-grc-adj-nyS1-Z4F	παλίρροχθος	adj	roaring with ebb and flow	nucleus	مس	المخالطة والاتصال	مسح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.333333	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:13348:en-πλῆκτρον-grc-noun-L~Jv4h~j	πλῆκτρον	noun	plectrum (tool for striking the lyre)	nucleus	طر	الامتداد مع الرقة أو التتابع	طرف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:42999:en-παλιμπλάζομαι-grc-verb-KNN1sY46	παλιμπλάζομαι	verb	to be driven or turned back	nucleus	لف	التلوي على ظاهر الشيء وما يلزمه من الوجود بكثافة	لفت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:42999:en-παλιμπλάζομαι-grc-verb-KNN1sY46	παλιμπλάζομαι	verb	to be driven or turned back	nucleus	نز	دقيق الجرم ينفذ بضغط أو قوة من أثناء ظاهر أو فيها	نزل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:26023:en-πλωϊμώτερος-grc-adj-k9HXdqGz	πλωϊμώτερος	adj	comparative degree of πλώϊμος (plṓïmos)	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:5423:en-πέλας-grc-adv-RfYtow43	πέλας	adv	nearby, hard by, close by	nucleus	بص	النفاذ والإدراك	بصر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:5246:en-πολλαχόσε-grc-adv-M8KEHBxR	πολλαχόσε	adv	Towards many sides, into many parts.	nucleus	فل	انفصال ندورًا أو نتوءًا مع ضعف	فلك	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:8384:en-πλέκομαι-grc-verb-vAqJ7LZC	πλέκομαι	verb	first-person singular indicative present mediopassive of πλέκω (plékō)	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.235702	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:29516:en-πλατυπόρφυρος-grc-adj-1BrhfT62	πλατυπόρφυρος	adj	with broad purple border	nucleus	طر	الامتداد مع الرقة أو التتابع	طرف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.333333	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:7227:en-πολύτροπος-grc-adj-9TcW3vuC	πολύτροπος	adj	much turned, much traveled, much wandering	nucleus	لف	التلوي على ظاهر الشيء وما يلزمه من الوجود بكثافة	لفت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:14008:en-πομφολυγοπάφλασμα-grc-noun-EDVObJXD	πομφολυγοπάφλασμα	noun	the sound of bubbles rising to the surface	nucleus	بس	الجفاف واليبوسة	بسر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:14008:en-πομφολυγοπάφλασμα-grc-noun-EDVObJXD	πομφολυγοπάφλασμα	noun	the sound of bubbles rising to the surface	nucleus	نب	النُّبُوُّ ارتفاعًا أو ابتعادًا	نبت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:21032:en-πλησιάζομαι-grc-verb-IisD3CNr	πλησιάζομαι	verb	first-person singular indicative present mediopassive of πλησιᾰ́ζω (plēsiắzō)	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.218218	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:13005:en-πάγχυ-grc-adv-J9q1sVSX	πάγχυ	adv	wholly, quite	nucleus	مح	ذهاب الشيء أو خلاصته	محق	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.162221	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:8707:en-πλεῖστος-grc-adj-j3z7YC5I	πλεῖστος	adj	most, very much	nucleus	بت	القطع والانفصال	بتك	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.160128	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:31073:en-παγκρατιαστής-grc-noun-qX7v21kp	παγκρατιαστής	noun	one who practises the pankration	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.150756	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:32718:en-πάμπρωτος-grc-adj-SsCTwG2a	πάμπρωτος	adj	first of all, very first	nucleus	بت	القطع والانفصال	بتر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.150188	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:3124:en-Πλειστοάναξ-grc-name-0idgVZhp	Πλειστοάναξ	name	a male given name, Pleistoanax	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.140028	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:6075:en-πολιτική-grc-noun-Cb5FBl-9	πολιτική	noun	the art of government, the science of politics	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.129099	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:26832:en-ἐπένδυμα-grc-noun-JkcKNiZV	ἐπένδυμα	noun	Upper garment.	nucleus	نم	انتشار من باطن الشيء إلى ظاهره مع لطف ما	نمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.129099	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:3740:en-πόνος-grc-noun-UUejWMYR	πόνος	noun	labor, work (especially hard work); toil	nucleus	بص	النفاذ والإدراك	بصر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:33550:en-ἀπηνής-grc-adj-V-8n22Bi	ἀπηνής	adj	ungentle, harsh, rough, hard	nucleus	بص	النفاذ والإدراك	بصر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:621:en-πίπτω-grc-verb-XzFOa7uS	πίπτω	verb	to fall, throw oneself down	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطش	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:26503:en-ἀπόπτωσις-grc-noun-PL-eyUZs	ἀπόπτωσις	noun	a falling off or away; falling of things that detach, such as petals	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.204124	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:47686:en-παντελῶς-grc-adv-mRX8HNlg	παντελῶς	adv	completely, entirely, absolutely, outright	nucleus	نز	دقيق الجرم ينفذ بضغط أو قوة من أثناء ظاهر أو فيها	نزف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.188982	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:19697:en-πανταχόθεν-grc-adv-L3edr6JP	πανταχόθεν	adv	from all sides, from all directions, on all sides	nucleus	تن	الضغط على القوة الباطنية للشيء	وتن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.187317	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:24703:en-παντοῖος-grc-det-2i0~6qY6	παντοῖος	det	all kinds of, all sorts of	nucleus	نط	اندفاع من المقر أو الحيز بقوة شديدة	نطف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.182574	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:24494:en-πάντοθεν-grc-adv-4YFZTNS3	πάντοθεν	adv	from all quarters, from every side	nucleus	تن	الضغط على القوة الباطنية للشيء	وتن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.162221	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:27799:en-ἐπονομάζω-grc-verb-8D-nntvs	ἐπονομάζω	verb	to name, call (give a name to)	nucleus	نب	النُّبُوُّ ارتفاعًا أو ابتعادًا	نبز	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.143223	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:4327:en-ὀπώρα-grc-noun-0wJIC8Cd	ὀπώρα	noun	the part of the year between the rising of Sirius and of Arcturus (i. e. the end of July, all August and part of September), the end of summer; later it was used for autumn	nucleus	فل	انفصال ندورًا أو نتوءًا مع ضعف	فلك	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.138675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:26503:en-ἀπόπτωσις-grc-noun-PL-eyUZs	ἀπόπτωσις	noun	a falling off or away; falling of things that detach, such as petals	nucleus	فص	تميز جزئي مع قوة	فصم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.131306	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:8191:en-πορεύω-grc-verb-bhwNJUPm	πορεύω	verb	to cause to go, carry, convey	root	مير	مير1 مَارَ أَهْلَهُ (T, * S, A, Msb, *) and عِيَالَهُ, (M, K,) aor. ـِ (T, S, A, &c.,) inf. n. مَيْرٌ, (T, S, M, Msb, K,) He brought, or conveyed, or purveyed, طَعَام, [here meaning wheat, or other corn, and food, victuals, or provision, of any kind, (see مِي…	مير	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.128154	REVIEW-CANDIDATE-NOT-VERDICT
